house_number,addition,street
6,,Altes Bahnwerk
7,,Altes Bahnwerk
8,,Altes Bahnwerk
9,,Altes Bahnwerk
2,,Zum Wasserturm
4,,Zum Wasserturm
6,,Zum Wasserturm
8,,Zum Wasserturm
10,,Zum Wasserturm
12,,Zum Wasserturm
1,,Friedrich-Engels-Straße
2,,Friedrich-Engels-Straße
7,,Friedrich-Engels-Straße
8,,Friedrich-Engels-Straße
9,,Friedrich-Engels-Straße
10,,Friedrich-Engels-Straße
11,,Friedrich-Engels-Straße
12,,Friedrich-Engels-Straße
13,,Friedrich-Engels-Straße
14,,Friedrich-Engels-Straße
15,,Friedrich-Engels-Straße
16,,Friedrich-Engels-Straße
17,,Friedrich-Engels-Straße
5,,Schlaatzweg
18,,Friedrich-Engels-Straße
19,,Friedrich-Engels-Straße
20,,Friedrich-Engels-Straße
21,,Friedrich-Engels-Straße
16,,Ratsweg
22,,Friedrich-Engels-Straße
23,,Friedrich-Engels-Straße
23,a,Friedrich-Engels-Straße
24,,Friedrich-Engels-Straße
25,,Friedrich-Engels-Straße
26,,Friedrich-Engels-Straße
27,,Friedrich-Engels-Straße
28,,Friedrich-Engels-Straße
32,,Friedrich-Engels-Straße
33,,Friedrich-Engels-Straße
34,,Friedrich-Engels-Straße
35,,Friedrich-Engels-Straße
35,a,Friedrich-Engels-Straße
36,,Friedrich-Engels-Straße
1,a,Albert-Einstein-Straße
37,,Friedrich-Engels-Straße
6,,Schlaatzweg
38,,Friedrich-Engels-Straße
39,,Friedrich-Engels-Straße
40,,Friedrich-Engels-Straße
40,a,Friedrich-Engels-Straße
41,,Friedrich-Engels-Straße
42,,Friedrich-Engels-Straße
43,,Friedrich-Engels-Straße
44,,Friedrich-Engels-Straße
45,,Friedrich-Engels-Straße
45,a,Friedrich-Engels-Straße
75,,Hubertusdamm
46,,Friedrich-Engels-Straße
47,,Friedrich-Engels-Straße
48,,Friedrich-Engels-Straße
49,,Friedrich-Engels-Straße
50,,Friedrich-Engels-Straße
51,,Friedrich-Engels-Straße
52,,Friedrich-Engels-Straße
52,a,Friedrich-Engels-Straße
53,,Friedrich-Engels-Straße
54,,Friedrich-Engels-Straße
7,,Schlaatzweg
54,a,Friedrich-Engels-Straße
54,b,Friedrich-Engels-Straße
54,c,Friedrich-Engels-Straße
55,,Friedrich-Engels-Straße
56,,Friedrich-Engels-Straße
74,,Friedrich-Engels-Straße
75,,Friedrich-Engels-Straße
76,,Friedrich-Engels-Straße
77,,Friedrich-Engels-Straße
78,,Friedrich-Engels-Straße
77,,Hubertusdamm
79,,Friedrich-Engels-Straße
80,,Friedrich-Engels-Straße
92,,Friedrich-Engels-Straße
98,,Friedrich-Engels-Straße
99,,Friedrich-Engels-Straße
100,,Friedrich-Engels-Straße
101,,Friedrich-Engels-Straße
102,,Friedrich-Engels-Straße
103,,Friedrich-Engels-Straße
104,,Friedrich-Engels-Straße
79,,Hubertusdamm
1,,Heinrich-Mann-Allee
1,a,Heinrich-Mann-Allee
1,b,Heinrich-Mann-Allee
1,c,Heinrich-Mann-Allee
2,,Heinrich-Mann-Allee
2,a,Heinrich-Mann-Allee
2,b,Heinrich-Mann-Allee
3,,Heinrich-Mann-Allee
3,a,Heinrich-Mann-Allee
3,b,Heinrich-Mann-Allee
8,,In der Aue
3,c,Heinrich-Mann-Allee
3,d,Heinrich-Mann-Allee
4,a,Heinrich-Mann-Allee
4,b,Heinrich-Mann-Allee
4,c,Heinrich-Mann-Allee
4,d,Heinrich-Mann-Allee
4,e,Heinrich-Mann-Allee
4,f,Heinrich-Mann-Allee
4,g,Heinrich-Mann-Allee
4,h,Heinrich-Mann-Allee
5,a,Heinrich-Mann-Allee
5,b,Heinrich-Mann-Allee
5,c,Heinrich-Mann-Allee
5,d,Heinrich-Mann-Allee
5,e,Heinrich-Mann-Allee
5,f,Heinrich-Mann-Allee
5,g,Heinrich-Mann-Allee
5,h,Heinrich-Mann-Allee
5,i,Heinrich-Mann-Allee
5,j,Heinrich-Mann-Allee
5,k,Heinrich-Mann-Allee
6,,Heinrich-Mann-Allee
6,a,Heinrich-Mann-Allee
6,b,Heinrich-Mann-Allee
7,,Heinrich-Mann-Allee
8,,Heinrich-Mann-Allee
8,a,Heinrich-Mann-Allee
9,,Heinrich-Mann-Allee
10,,Heinrich-Mann-Allee
11,,Heinrich-Mann-Allee
8,,Schlaatzweg
12,,Heinrich-Mann-Allee
12,a,Heinrich-Mann-Allee
13,,Heinrich-Mann-Allee
14,,Heinrich-Mann-Allee
14,a,Heinrich-Mann-Allee
15,,Heinrich-Mann-Allee
15,a,Heinrich-Mann-Allee
16,,Heinrich-Mann-Allee
17,,Heinrich-Mann-Allee
15,,Biberkiez
18,,Heinrich-Mann-Allee
19,,Heinrich-Mann-Allee
19,a,Heinrich-Mann-Allee
19,b,Heinrich-Mann-Allee
20,,Heinrich-Mann-Allee
21,,Heinrich-Mann-Allee
22,,Heinrich-Mann-Allee
23,,Heinrich-Mann-Allee
23,a,Heinrich-Mann-Allee
24,,Heinrich-Mann-Allee
24,a,Heinrich-Mann-Allee
10,,In der Aue
25,,Heinrich-Mann-Allee
26,,Heinrich-Mann-Allee
27,,Heinrich-Mann-Allee
28,,Heinrich-Mann-Allee
29,,Heinrich-Mann-Allee
30,,Heinrich-Mann-Allee
31,,Heinrich-Mann-Allee
32,,Heinrich-Mann-Allee
33,,Heinrich-Mann-Allee
34,,Heinrich-Mann-Allee
9,,Schlaatzweg
35,,Heinrich-Mann-Allee
36,,Heinrich-Mann-Allee
37,,Heinrich-Mann-Allee
38,,Heinrich-Mann-Allee
39,,Heinrich-Mann-Allee
40,,Heinrich-Mann-Allee
41,,Heinrich-Mann-Allee
42,,Heinrich-Mann-Allee
43,,Heinrich-Mann-Allee
44,,Heinrich-Mann-Allee
4,,Lutherplatz
45,,Heinrich-Mann-Allee
46,,Heinrich-Mann-Allee
47,,Heinrich-Mann-Allee
48,,Heinrich-Mann-Allee
49,,Heinrich-Mann-Allee
50,,Heinrich-Mann-Allee
51,,Heinrich-Mann-Allee
52,,Heinrich-Mann-Allee
53,,Heinrich-Mann-Allee
54,,Heinrich-Mann-Allee
5,,Lutherplatz
54,a,Heinrich-Mann-Allee
55,,Heinrich-Mann-Allee
56,,Heinrich-Mann-Allee
57,,Heinrich-Mann-Allee
58,,Heinrich-Mann-Allee
59,,Heinrich-Mann-Allee
60,,Heinrich-Mann-Allee
61,,Heinrich-Mann-Allee
62,,Heinrich-Mann-Allee
63,,Heinrich-Mann-Allee
6,,Lutherplatz
64,,Heinrich-Mann-Allee
64,a,Heinrich-Mann-Allee
65,,Heinrich-Mann-Allee
66,,Heinrich-Mann-Allee
67,,Heinrich-Mann-Allee
67,a,Heinrich-Mann-Allee
68,,Heinrich-Mann-Allee
68,a,Heinrich-Mann-Allee
69,,Heinrich-Mann-Allee
70,,Heinrich-Mann-Allee
11,,In der Aue
70,a,Heinrich-Mann-Allee
71,,Heinrich-Mann-Allee
72,,Heinrich-Mann-Allee
72,a,Heinrich-Mann-Allee
73,,Heinrich-Mann-Allee
74,,Heinrich-Mann-Allee
75,,Heinrich-Mann-Allee
75,a,Heinrich-Mann-Allee
76,,Heinrich-Mann-Allee
77,,Heinrich-Mann-Allee
12,,In der Aue
78,,Heinrich-Mann-Allee
79,,Heinrich-Mann-Allee
79,a,Heinrich-Mann-Allee
79,b,Heinrich-Mann-Allee
80,,Heinrich-Mann-Allee
81,,Heinrich-Mann-Allee
82,,Heinrich-Mann-Allee
83,,Heinrich-Mann-Allee
84,,Heinrich-Mann-Allee
85,,Heinrich-Mann-Allee
13,,In der Aue
86,,Heinrich-Mann-Allee
87,,Heinrich-Mann-Allee
88,,Heinrich-Mann-Allee
88,a,Heinrich-Mann-Allee
89,,Heinrich-Mann-Allee
89,a,Heinrich-Mann-Allee
90,,Heinrich-Mann-Allee
91,,Heinrich-Mann-Allee
92,,Heinrich-Mann-Allee
93,,Heinrich-Mann-Allee
14,,In der Aue
93,a,Heinrich-Mann-Allee
94,,Heinrich-Mann-Allee
103,a,Heinrich-Mann-Allee
103,b,Heinrich-Mann-Allee
103,c,Heinrich-Mann-Allee
103,d,Heinrich-Mann-Allee
104,,Heinrich-Mann-Allee
104,a,Heinrich-Mann-Allee
104,b,Heinrich-Mann-Allee
104,c,Heinrich-Mann-Allee
104,d,Heinrich-Mann-Allee
106,,Heinrich-Mann-Allee
106,a,Heinrich-Mann-Allee
107,,Heinrich-Mann-Allee
120,a,Heinrich-Mann-Allee
120,b,Heinrich-Mann-Allee
1,,Albert-Einstein-Straße
1,b,Albert-Einstein-Straße
1,c,Albert-Einstein-Straße
1,d,Albert-Einstein-Straße
2,,Albert-Einstein-Straße
3,,Albert-Einstein-Straße
3,a,Albert-Einstein-Straße
3,b,Albert-Einstein-Straße
3,c,Albert-Einstein-Straße
3,d,Albert-Einstein-Straße
4,,Albert-Einstein-Straße
5,,Albert-Einstein-Straße
6,,Albert-Einstein-Straße
7,,Albert-Einstein-Straße
7,a,Albert-Einstein-Straße
8,,Albert-Einstein-Straße
9,,Albert-Einstein-Straße
9,a,Albert-Einstein-Straße
9,b,Albert-Einstein-Straße
9,c,Albert-Einstein-Straße
9,d,Albert-Einstein-Straße
9,e,Albert-Einstein-Straße
9,f,Albert-Einstein-Straße
9,g,Albert-Einstein-Straße
9,h,Albert-Einstein-Straße
9,i,Albert-Einstein-Straße
9,j,Albert-Einstein-Straße
9,k,Albert-Einstein-Straße
9,l,Albert-Einstein-Straße
10,,Albert-Einstein-Straße
11,,Albert-Einstein-Straße
11,a,Albert-Einstein-Straße
12,,Albert-Einstein-Straße
13,,Albert-Einstein-Straße
13,a,Albert-Einstein-Straße
13,b,Albert-Einstein-Straße
14,,Albert-Einstein-Straße
15,,Albert-Einstein-Straße
16,,Albert-Einstein-Straße
17,,Albert-Einstein-Straße
18,,Albert-Einstein-Straße
19,,Albert-Einstein-Straße
20,,Albert-Einstein-Straße
21,,Albert-Einstein-Straße
22,,Albert-Einstein-Straße
23,,Albert-Einstein-Straße
24,,Albert-Einstein-Straße
25,,Albert-Einstein-Straße
26,,Albert-Einstein-Straße
26,a,Albert-Einstein-Straße
26,b,Albert-Einstein-Straße
26,c,Albert-Einstein-Straße
28,,Albert-Einstein-Straße
28,a,Albert-Einstein-Straße
28,b,Albert-Einstein-Straße
28,c,Albert-Einstein-Straße
30,,Albert-Einstein-Straße
30,a,Albert-Einstein-Straße
30,b,Albert-Einstein-Straße
7,,Lutherplatz
30,c,Albert-Einstein-Straße
32,,Albert-Einstein-Straße
34,,Albert-Einstein-Straße
34,a,Albert-Einstein-Straße
34,b,Albert-Einstein-Straße
34,c,Albert-Einstein-Straße
36,,Albert-Einstein-Straße
36,a,Albert-Einstein-Straße
38,,Albert-Einstein-Straße
42,,Albert-Einstein-Straße
2,,Friedhofsgasse
44,,Albert-Einstein-Straße
46,,Albert-Einstein-Straße
49,,Albert-Einstein-Straße
4,,Hannah-Arendt-Straße
6,,Hannah-Arendt-Straße
8,,Hannah-Arendt-Straße
11,,Hannah-Arendt-Straße
1,,Johann-Jacob-Baeyer-Straße
2,,Johann-Jacob-Baeyer-Straße
3,,Johann-Jacob-Baeyer-Straße
4,,Johann-Jacob-Baeyer-Straße
5,,Johann-Jacob-Baeyer-Straße
6,,Johann-Jacob-Baeyer-Straße
7,,Johann-Jacob-Baeyer-Straße
8,,Johann-Jacob-Baeyer-Straße
9,,Johann-Jacob-Baeyer-Straße
10,,Johann-Jacob-Baeyer-Straße
11,,Johann-Jacob-Baeyer-Straße
1,,Suse-Ahlgrimm-Straße
2,,Suse-Ahlgrimm-Straße
3,,Suse-Ahlgrimm-Straße
4,,Suse-Ahlgrimm-Straße
5,,Suse-Ahlgrimm-Straße
6,,Suse-Ahlgrimm-Straße
7,,Suse-Ahlgrimm-Straße
1,,Bergholzer Straße
2,,Bergholzer Straße
17,,Biberkiez
3,,Bergholzer Straße
4,,Bergholzer Straße
5,,Bergholzer Straße
6,,Bergholzer Straße
1,,Friedhofsgasse
4,,Friedhofsgasse
6,,Friedhofsgasse
1,,Kolonie Daheim
1,a,Kolonie Daheim
2,,Kolonie Daheim
3,,Kolonie Daheim
4,,Kolonie Daheim
5,,Kolonie Daheim
6,,Kolonie Daheim
7,,Kolonie Daheim
8,,Kolonie Daheim
9,,Kolonie Daheim
10,,Kolonie Daheim
11,,Kolonie Daheim
12,,Kolonie Daheim
13,,Kolonie Daheim
14,,Kolonie Daheim
15,,Kolonie Daheim
16,,Kolonie Daheim
17,,Kolonie Daheim
18,,Kolonie Daheim
20,,Kolonie Daheim
21,,Kolonie Daheim
24,,Kolonie Daheim
25,,Kolonie Daheim
26,,Kolonie Daheim
27,,Kolonie Daheim
28,,Kolonie Daheim
29,,Kolonie Daheim
30,,Kolonie Daheim
31,,Kolonie Daheim
32,,Kolonie Daheim
33,,Kolonie Daheim
34,,Kolonie Daheim
35,,Kolonie Daheim
36,,Kolonie Daheim
37,,Kolonie Daheim
1,,Kurze Straße
2,,Kurze Straße
3,,Kurze Straße
4,,Kurze Straße
5,,Kurze Straße
6,,Kurze Straße
1,,Nuthewinkel
1,a,Nuthewinkel
1,b,Nuthewinkel
2,,Nuthewinkel
3,,Nuthewinkel
4,,Nuthewinkel
5,,Nuthewinkel
14,a,Nuthewinkel
14,b,Nuthewinkel
1,,Schlaatzstraße
2,,Schlaatzstraße
3,,Schlaatzstraße
4,,Schlaatzstraße
5,,Schlaatzstraße
19,,Biberkiez
6,,Schlaatzstraße
7,,Schlaatzstraße
8,,Schlaatzstraße
9,,Schlaatzstraße
10,,Schlaatzstraße
11,,Schlaatzstraße
12,,Schlaatzstraße
14,,Schlaatzstraße
15,,Schlaatzstraße
16,,Schlaatzstraße
17,,Schlaatzstraße
18,,Schlaatzstraße
19,,Schlaatzstraße
20,,Schlaatzstraße
21,,Schlaatzstraße
1,,Schlaatzweg
1,a,Schlaatzweg
2,,Schlaatzweg
2,a,Schlaatzweg
11,,Schlaatzweg
12,,Schlaatzweg
1,,Julius-Posener-Straße
2,,Julius-Posener-Straße
3,,Julius-Posener-Straße
4,,Julius-Posener-Straße
5,,Julius-Posener-Straße
6,,Julius-Posener-Straße
7,,Julius-Posener-Straße
9,,Julius-Posener-Straße
11,,Julius-Posener-Straße
13,,Julius-Posener-Straße
2,,Hermann-Muthesius-Straße
4,,Hermann-Muthesius-Straße
6,,Hermann-Muthesius-Straße
8,,Hermann-Muthesius-Straße
10,,Hermann-Muthesius-Straße
12,,Hermann-Muthesius-Straße
14,,Hermann-Muthesius-Straße
18,,Hermann-Muthesius-Straße
1,,Orenstein-&-Koppel-Straße
4,,Orenstein-&-Koppel-Straße
5,,Orenstein-&-Koppel-Straße
6,,Orenstein-&-Koppel-Straße
8,,Orenstein-&-Koppel-Straße
11,,Orenstein-&-Koppel-Straße
13,,Orenstein-&-Koppel-Straße
15,,Orenstein-&-Koppel-Straße
19,,Orenstein-&-Koppel-Straße
1,,Lutherplatz
1,a,Lutherplatz
2,,Lutherplatz
3,,Lutherplatz
1,,Neuendorfer Anger
9,,Wattstraße
2,,Neuendorfer Anger
3,,Neuendorfer Anger
4,,Neuendorfer Anger
5,,Neuendorfer Anger
6,,Neuendorfer Anger
6,a,Neuendorfer Anger
6,b,Neuendorfer Anger
6,c,Neuendorfer Anger
6,d,Neuendorfer Anger
6,e,Neuendorfer Anger
6,f,Neuendorfer Anger
6,g,Neuendorfer Anger
7,,Neuendorfer Anger
8,,Neuendorfer Anger
9,,Neuendorfer Anger
10,,Neuendorfer Anger
11,,Neuendorfer Anger
12,,Neuendorfer Anger
13,,Neuendorfer Anger
13,a,Neuendorfer Anger
13,b,Neuendorfer Anger
13,c,Neuendorfer Anger
13,d,Neuendorfer Anger
13,e,Neuendorfer Anger
13,f,Neuendorfer Anger
13,g,Neuendorfer Anger
13,h,Neuendorfer Anger
13,i,Neuendorfer Anger
13,j,Neuendorfer Anger
14,,Neuendorfer Anger
15,,Neuendorfer Anger
16,,Neuendorfer Anger
17,,Neuendorfer Anger
18,,Neuendorfer Anger
1,,Schulstraße
2,,Schulstraße
3,,Schulstraße
4,,Schulstraße
5,,Schulstraße
6,,Schulstraße
7,,Schulstraße
8,,Schulstraße
8,a,Schulstraße
8,b,Schulstraße
8,c,Schulstraße
9,,Schulstraße
10,,Schulstraße
10,a,Schulstraße
11,,Schulstraße
13,,Schulstraße
14,,Schulstraße
15,,Schulstraße
16,,Schulstraße
1,,Lotte-Laserstein-Straße
23,,Biberkiez
2,,Lotte-Laserstein-Straße
3,,Lotte-Laserstein-Straße
4,,Lotte-Laserstein-Straße
5,,Lotte-Laserstein-Straße
6,,Lotte-Laserstein-Straße
7,,Lotte-Laserstein-Straße
8,,Lotte-Laserstein-Straße
9,,Lotte-Laserstein-Straße
10,,Lotte-Laserstein-Straße
11,,Lotte-Laserstein-Straße
12,,Lotte-Laserstein-Straße
13,,Lotte-Laserstein-Straße
14,,Lotte-Laserstein-Straße
15,,Lotte-Laserstein-Straße
16,,Lotte-Laserstein-Straße
17,,Lotte-Laserstein-Straße
19,,Lotte-Laserstein-Straße
21,,Lotte-Laserstein-Straße
23,,Lotte-Laserstein-Straße
25,,Lotte-Laserstein-Straße
27,,Lotte-Laserstein-Straße
29,,Lotte-Laserstein-Straße
31,,Lotte-Laserstein-Straße
33,,Lotte-Laserstein-Straße
35,,Lotte-Laserstein-Straße
37,,Lotte-Laserstein-Straße
1,,Jacques-Russ-Straße
2,,Jacques-Russ-Straße
3,,Jacques-Russ-Straße
4,,Jacques-Russ-Straße
5,,Jacques-Russ-Straße
7,,Jacques-Russ-Straße
1,,Dieselstraße
2,,Dieselstraße
3,,Dieselstraße
4,,Dieselstraße
5,,Dieselstraße
5,a,Dieselstraße
6,,Dieselstraße
7,,Dieselstraße
8,,Dieselstraße
9,,Dieselstraße
10,,Dieselstraße
12,,Dieselstraße
13,,Dieselstraße
14,,Dieselstraße
14,a,Dieselstraße
14,b,Dieselstraße
14,c,Dieselstraße
15,,Dieselstraße
16,,Dieselstraße
17,,Dieselstraße
18,,Dieselstraße
20,,Dieselstraße
22,,Dieselstraße
24,,Dieselstraße
26,,Dieselstraße
27,,Dieselstraße
28,,Dieselstraße
29,,Dieselstraße
31,,Dieselstraße
33,,Dieselstraße
47,,Dieselstraße
48,,Dieselstraße
49,,Dieselstraße
50,,Dieselstraße
51,,Dieselstraße
52,,Dieselstraße
53,,Dieselstraße
54,,Dieselstraße
55,,Dieselstraße
56,,Dieselstraße
57,,Dieselstraße
58,,Dieselstraße
59,,Dieselstraße
60,,Dieselstraße
61,,Dieselstraße
1,,Großbeerenstraße
3,,Großbeerenstraße
4,,Großbeerenstraße
5,,Großbeerenstraße
6,,Großbeerenstraße
7,,Großbeerenstraße
8,,Großbeerenstraße
9,,Großbeerenstraße
10,,Großbeerenstraße
11,,Großbeerenstraße
12,,Großbeerenstraße
12,a,Großbeerenstraße
12,b,Großbeerenstraße
12,c,Großbeerenstraße
12,d,Großbeerenstraße
13,,Großbeerenstraße
21,,Biberkiez
14,,Großbeerenstraße
14,a,Großbeerenstraße
14,b,Großbeerenstraße
14,c,Großbeerenstraße
14,d,Großbeerenstraße
14,e,Großbeerenstraße
15,,Großbeerenstraße
16,,Großbeerenstraße
16,a,Großbeerenstraße
16,b,Großbeerenstraße
17,,Großbeerenstraße
18,,Großbeerenstraße
19,,Großbeerenstraße
20,,Großbeerenstraße
21,,Großbeerenstraße
21,a,Großbeerenstraße
22,,Großbeerenstraße
23,,Großbeerenstraße
24,,Großbeerenstraße
25,,Großbeerenstraße
26,,Großbeerenstraße
27,,Großbeerenstraße
28,,Großbeerenstraße
29,,Großbeerenstraße
30,,Großbeerenstraße
30,a,Großbeerenstraße
31,,Großbeerenstraße
32,,Großbeerenstraße
33,,Großbeerenstraße
34,,Großbeerenstraße
35,,Großbeerenstraße
35,a,Großbeerenstraße
37,,Großbeerenstraße
38,,Großbeerenstraße
39,,Großbeerenstraße
40,,Großbeerenstraße
41,,Großbeerenstraße
42,,Großbeerenstraße
43,,Großbeerenstraße
44,,Großbeerenstraße
45,,Großbeerenstraße
45,a,Großbeerenstraße
46,,Großbeerenstraße
47,,Großbeerenstraße
48,,Großbeerenstraße
49,,Großbeerenstraße
50,,Großbeerenstraße
51,,Großbeerenstraße
52,,Großbeerenstraße
53,,Großbeerenstraße
54,,Großbeerenstraße
55,,Großbeerenstraße
56,,Großbeerenstraße
57,,Großbeerenstraße
58,,Großbeerenstraße
59,,Großbeerenstraße
59,a,Großbeerenstraße
60,,Großbeerenstraße
61,,Großbeerenstraße
62,,Großbeerenstraße
63,,Großbeerenstraße
64,,Großbeerenstraße
65,,Großbeerenstraße
65,a,Großbeerenstraße
66,,Großbeerenstraße
67,,Großbeerenstraße
68,,Großbeerenstraße
69,,Großbeerenstraße
69,a,Großbeerenstraße
70,,Großbeerenstraße
71,,Großbeerenstraße
72,,Großbeerenstraße
74,,Großbeerenstraße
74,a,Großbeerenstraße
74,b,Großbeerenstraße
75,,Großbeerenstraße
75,a,Großbeerenstraße
76,,Großbeerenstraße
77,,Großbeerenstraße
78,,Großbeerenstraße
79,,Großbeerenstraße
80,,Großbeerenstraße
81,,Großbeerenstraße
82,,Großbeerenstraße
83,,Großbeerenstraße
84,,Großbeerenstraße
85,,Großbeerenstraße
86,,Großbeerenstraße
87,,Großbeerenstraße
88,,Großbeerenstraße
89,,Großbeerenstraße
89,a,Großbeerenstraße
90,,Großbeerenstraße
91,,Großbeerenstraße
92,,Großbeerenstraße
93,,Großbeerenstraße
94,,Großbeerenstraße
95,,Großbeerenstraße
95,a,Großbeerenstraße
96,,Großbeerenstraße
97,,Großbeerenstraße
98,,Großbeerenstraße
98,a,Großbeerenstraße
99,,Großbeerenstraße
100,,Großbeerenstraße
101,,Großbeerenstraße
102,,Großbeerenstraße
103,,Großbeerenstraße
104,,Großbeerenstraße
106,,Großbeerenstraße
107,,Großbeerenstraße
108,,Großbeerenstraße
109,,Großbeerenstraße
110,,Großbeerenstraße
111,,Großbeerenstraße
112,,Großbeerenstraße
113,,Großbeerenstraße
114,,Großbeerenstraße
115,,Großbeerenstraße
116,,Großbeerenstraße
117,,Großbeerenstraße
118,,Großbeerenstraße
120,,Großbeerenstraße
120,a,Großbeerenstraße
121,,Großbeerenstraße
122,,Großbeerenstraße
123,,Großbeerenstraße
123,a,Großbeerenstraße
124,,Großbeerenstraße
125,,Großbeerenstraße
126,,Großbeerenstraße
127,,Großbeerenstraße
128,,Großbeerenstraße
129,,Großbeerenstraße
130,,Großbeerenstraße
131,,Großbeerenstraße
132,,Großbeerenstraße
134,,Großbeerenstraße
135,,Großbeerenstraße
136,,Großbeerenstraße
137,,Großbeerenstraße
138,,Großbeerenstraße
139,,Großbeerenstraße
139,a,Großbeerenstraße
140,,Großbeerenstraße
140,a,Großbeerenstraße
142,,Großbeerenstraße
142,a,Großbeerenstraße
144,,Großbeerenstraße
146,,Großbeerenstraße
147,,Großbeerenstraße
148,,Großbeerenstraße
149,,Großbeerenstraße
150,,Großbeerenstraße
151,,Großbeerenstraße
152,,Großbeerenstraße
152,a,Großbeerenstraße
152,b,Großbeerenstraße
153,,Großbeerenstraße
155,,Großbeerenstraße
157,,Großbeerenstraße
159,,Großbeerenstraße
161,,Großbeerenstraße
163,,Großbeerenstraße
163,a,Großbeerenstraße
165,,Großbeerenstraße
167,,Großbeerenstraße
169,,Großbeerenstraße
171,,Großbeerenstraße
173,,Großbeerenstraße
175,,Großbeerenstraße
179,,Großbeerenstraße
181,,Großbeerenstraße
183,,Großbeerenstraße
185,,Großbeerenstraße
187,,Großbeerenstraße
189,,Großbeerenstraße
190,,Großbeerenstraße
200,,Großbeerenstraße
204,,Großbeerenstraße
206,,Großbeerenstraße
208,,Großbeerenstraße
209,,Großbeerenstraße
210,,Großbeerenstraße
211,,Großbeerenstraße
212,,Großbeerenstraße
213,,Großbeerenstraße
214,,Großbeerenstraße
215,,Großbeerenstraße
216,,Großbeerenstraße
217,,Großbeerenstraße
218,,Großbeerenstraße
220,,Großbeerenstraße
221,,Großbeerenstraße
222,,Großbeerenstraße
224,,Großbeerenstraße
225,,Großbeerenstraße
226,,Großbeerenstraße
227,,Großbeerenstraße
228,,Großbeerenstraße
230,,Großbeerenstraße
231,,Großbeerenstraße
235,,Großbeerenstraße
236,,Großbeerenstraße
237,,Großbeerenstraße
238,,Großbeerenstraße
239,,Großbeerenstraße
240,,Großbeerenstraße
241,,Großbeerenstraße
242,,Großbeerenstraße
243,,Großbeerenstraße
244,,Großbeerenstraße
245,,Großbeerenstraße
246,,Großbeerenstraße
247,,Großbeerenstraße
247,a,Großbeerenstraße
247,b,Großbeerenstraße
247,c,Großbeerenstraße
247,d,Großbeerenstraße
247,e,Großbeerenstraße
247,f,Großbeerenstraße
249,,Großbeerenstraße
250,,Großbeerenstraße
251,,Großbeerenstraße
252,,Großbeerenstraße
252,a,Großbeerenstraße
253,,Großbeerenstraße
253,a,Großbeerenstraße
254,,Großbeerenstraße
254,a,Großbeerenstraße
262,,Großbeerenstraße
264,,Großbeerenstraße
265,,Großbeerenstraße
266,,Großbeerenstraße
268,,Großbeerenstraße
268,a,Großbeerenstraße
270,,Großbeerenstraße
272,,Großbeerenstraße
273,,Großbeerenstraße
274,,Großbeerenstraße
274,a,Großbeerenstraße
275,,Großbeerenstraße
276,,Großbeerenstraße
277,,Großbeerenstraße
277,a,Großbeerenstraße
278,,Großbeerenstraße
279,,Großbeerenstraße
280,,Großbeerenstraße
280,a,Großbeerenstraße
282,,Großbeerenstraße
284,,Großbeerenstraße
285,,Großbeerenstraße
285,a,Großbeerenstraße
286,,Großbeerenstraße
287,,Großbeerenstraße
288,,Großbeerenstraße
289,,Großbeerenstraße
289,a,Großbeerenstraße
289,b,Großbeerenstraße
291,,Großbeerenstraße
293,,Großbeerenstraße
293,a,Großbeerenstraße
295,,Großbeerenstraße
295,a,Großbeerenstraße
295,b,Großbeerenstraße
297,,Großbeerenstraße
297,a,Großbeerenstraße
299,,Großbeerenstraße
301,,Großbeerenstraße
303,,Großbeerenstraße
305,,Großbeerenstraße
307,,Großbeerenstraße
309,,Großbeerenstraße
311,,Großbeerenstraße
313,,Großbeerenstraße
315,,Großbeerenstraße
317,,Großbeerenstraße
319,,Großbeerenstraße
321,,Großbeerenstraße
325,,Großbeerenstraße
327,,Großbeerenstraße
329,,Großbeerenstraße
331,,Großbeerenstraße
333,,Großbeerenstraße
335,,Großbeerenstraße
337,,Großbeerenstraße
337,a,Großbeerenstraße
337,b,Großbeerenstraße
339,,Großbeerenstraße
341,,Großbeerenstraße
343,,Großbeerenstraße
344,,Großbeerenstraße
345,,Großbeerenstraße
355,,Großbeerenstraße
355,a,Großbeerenstraße
357,,Großbeerenstraße
357,a,Großbeerenstraße
357,b,Großbeerenstraße
359,,Großbeerenstraße
2,,Friesenstraße
3,,Friesenstraße
